"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.txt?datainfo&rowcount&base_name=%20Anura"
"Access Time","Fri 2017-02-03 06:26:14 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name"," Anura"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.0678"
"Records Found","1413"
"Records Returned","1413"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"1266150","occ","","","168191","Palaeobatrachus cf. hiri","species","37447","species not entered","Palaeobatrachus","genus","37447","MN 9","","11.1","9.7","55074"
"1266151","occ","","","168164","Pelodytes cf. caucasicus","species","58730","species not entered","Pelodytes","genus","58730","MN 7 + 8","","12.75","11.1","55074"
"1266153","occ","","","168132","Pelobates cf. sanchizi","species","37453","species not entered","Pelobates","genus","37453","MN 7 + 8","","12.75","11.1","55074"
"1266154","occ","","","168177","Pelobates cf. sanchizi","species","37453","species not entered","Pelobates","genus","37453","MN 9","","11.1","9.7","55074"
"1266155","occ","","","168187","Pelobates cf. sanchizi","species","37453","species not entered","Pelobates","genus","37453","MN 9","","11.1","9.7","55074"
"1266156","occ","","","168189","Pelobates cf. sanchizi","species","37453","species not entered","Pelobates","genus","37453","MN 9","","11.1","9.7","55074"
"1266157","occ","","","168191","Pelobates cf. sanchizi","species","37453","species not entered","Pelobates","genus","37453","MN 9","","11.1","9.7","55074"
"1266158","occ","","","168187","Bufo cf. viridis","species","94503","","Bufo viridis","species","94503","MN 9","","11.1","9.7","55074"
"1266159","occ","","","168191","Bufo cf. viridis","species","94503","","Bufo viridis","species","94503","MN 9","","11.1","9.7","55074"
"1266160","occ","","","168132","Hyla cf. arborea","species","37471","species not entered","Hyla","genus","37471","MN 7 + 8","","12.75","11.1","55074"
"1266161","occ","","","168177","Hyla cf. arborea","species","37471","species not entered","Hyla","genus","37471","MN 9","","11.1","9.7","55074"
"1266162","occ","","","168187","Hyla cf. arborea","species","37471","species not entered","Hyla","genus","37471","MN 9","","11.1","9.7","55074"
"1266163","occ","","","168190","Hyla cf. arborea","species","37471","species not entered","Hyla","genus","37471","MN 9","","11.1","9.7","55074"
"1266164","occ","","","168191","Hyla cf. arborea","species","37471","species not entered","Hyla","genus","37471","MN 9","","11.1","9.7","55074"
"1266165","occ","","","168132","Pelophylax sp.","genus","249807","","Pelophylax","genus","249807","MN 7 + 8","","12.75","11.1","55074"
"1266166","occ","","","168187","Pelophylax sp.","genus","249807","","Pelophylax","genus","249807","MN 9","","11.1","9.7","55074"
"1266167","occ","","","168189","Pelophylax sp.","genus","249807","","Pelophylax","genus","249807","MN 9","","11.1","9.7","55074"
"1276710","occ","","","16665","Anura indet.","order","210843","","Anura","order","97112","Early Uintan","","46.2","40.4","1681"
"1276715","occ","","","16666","Anura indet.","order","210843","","Anura","order","97112","Early Uintan","","46.2","40.4","1681"
"1276725","occ","","","16694","cf. Eopelobates sp.","genus","37450","","Eopelobates","genus","37450","Early Uintan","","46.2","40.4","1681"
"1276728","occ","","","16697","cf. Eopelobates sp.","genus","37450","","Eopelobates","genus","37450","Early Uintan","","46.2","40.4","1681"
"1276736","occ","","","16702","Eopelobates sp.","genus","37450","","Eopelobates","genus","37450","Early Uintan","","46.2","40.4","1681"
"1276740","occ","","","16706","cf. Eopelobates sp.","genus","37450","","Eopelobates","genus","37450","Early Uintan","","46.2","40.4","1681"
"1276750","occ","","","16709","Neobatrachia indet.","unranked clade","156430","","Neobatrachia","unranked clade","69091","Early Uintan","","46.2","40.4","1681"
"1276751","occ","","","16590","Anura indet.","order","210843","","Anura","order","97112","Uintan","","46.2","40.4","1681"
"1276757","occ","","","16786","Anura indet.","order","210843","","Anura","order","97112","Uintan","","46.2","40.4","1681"
"1280846","occ","","","36365","Eodiscoglossus santonjae","species","57536","","Eodiscoglossus santonjae","species","57536","Early Barremian","","130","125.45","19446"
"1281586","occ","","","170191","Anura sp.","genus","150288","","Anura","order","97112","Hemphillian","","10.3","4.9","55527"
"1291762","occ","","","45264","Tyrrellbatrachus brinkmani","species","326451","","Tyrrellbatrachus brinkmani","species","326451","Late Campanian","","83.5","70.6","56016"
"1291763","occ","","","22698","Tyrrellbatrachus brinkmani","species","326451","","Tyrrellbatrachus brinkmani","species","326451","Late Campanian","","83.5","70.6","56016"
"1291764","occ","","","67873","Tyrrellbatrachus brinkmani","species","326451","","Tyrrellbatrachus brinkmani","species","326451","Late Campanian","","83.5","70.6","56016"
"1292576","occ","","","14463","n. gen. Hensonbatrachus n. sp. kermiti","species","326747","","Hensonbatrachus kermiti","species","326747","Judithian","","83.5","70.6","56071"
"1292577","occ","","","47816","Hensonbatrachus kermiti","species","326747","","Hensonbatrachus kermiti","species","326747","Late Campanian","","83.5","70.6","56071"
"1292578","occ","","","45264","Hensonbatrachus kermiti","species","326747","","Hensonbatrachus kermiti","species","326747","Late Campanian","","83.5","70.6","56071"
"1292579","occ","","","22697","Hensonbatrachus kermiti","species","326747","","Hensonbatrachus kermiti","species","326747","Late Campanian","","83.5","70.6","56071"
"1292580","occ","","","47794","Hensonbatrachus kermiti","species","326747","","Hensonbatrachus kermiti","species","326747","Middle Campanian","","83.5","70.6","56071"
"1292581","occ","","","47795","Hensonbatrachus kermiti","species","326747","","Hensonbatrachus kermiti","species","326747","Middle Campanian","","83.5","70.6","56071"
"1292582","occ","","","172610","Hensonbatrachus kermiti","species","326747","","Hensonbatrachus kermiti","species","326747","Middle Campanian","","83.5","70.6","56071"
"1292583","occ","","","172611","Hensonbatrachus kermiti","species","326747","","Hensonbatrachus kermiti","species","326747","Middle Campanian","Late Campanian","83.5","70.6","56071"
"1292584","occ","","","172612","Hensonbatrachus kermiti","species","326747","","Hensonbatrachus kermiti","species","326747","Middle Campanian","Late Campanian","83.5","70.6","56071"
"1292709","occ","","","63896","Anura ? indet.","order","210843","","Anura","order","97112","Maastrichtian","","72.1","66","56084"
"1296617","occ","","","172927","Alytidae indet.","family","274971","","Alytidae","family","274971","MP 26","","28.4","23.03","56216"
"1296618","occ","","","172927","Pelophylax sp.","genus","249807","","Pelophylax","genus","249807","MP 26","","28.4","23.03","56216"
"1296773","occ","","","65159","Pipidae indet.","family","37435","","Pipidae","family","37435","Bartonian","","41.3","38","56230"
"1296774","occ","","","65159","Pipidae ? indet.","family","37435","","Pipidae","family","37435","Bartonian","","41.3","38","56230"
"1296775","occ","","","114539","Ranoidea informal taxon 3","species","133785","species not entered","Ranoidea","superfamily","133785","Bartonian","","41.3","38","56230"
"1296776","occ","","","65159","Ranoidea informal taxon 1","species","133785","species not entered","Ranoidea","superfamily","133785","Bartonian","","41.3","38","56230"
"1296777","occ","","","65159","Ranoidea informal taxon 2","species","133785","species not entered","Ranoidea","superfamily","133785","Bartonian","","41.3","38","56230"
"1296778","occ","","","65159","Ranoidea informal taxon 3","species","133785","species not entered","Ranoidea","superfamily","133785","Bartonian","","41.3","38","56230"
"1296779","occ","","","114539","Ranoidea indet.","superfamily","133785","","Ranoidea","superfamily","133785","Bartonian","","41.3","38","56230"
"1296780","occ","","","65159","Ranoidea indet.","superfamily","133785","","Ranoidea","superfamily","133785","Bartonian","","41.3","38","56230"
"1296781","occ","","","65159","Anura informal family indet.","order","150288","","Anura","order","97112","Bartonian","","41.3","38","56230"
"1296782","occ","","","65159","Anura ? informal family indet.","order","150288","","Anura","order","97112","Bartonian","","41.3","38","56230"
"1296798","occ","","","114539","Anura indet.","order","150288","","Anura","order","97112","Bartonian","","41.3","38","56230"
"1296800","occ","","","65159","Anura indet.","order","150288","","Anura","order","97112","Bartonian","","41.3","38","56230"
"1297010","occ","","","148954","Anura indet.","order","150288","","Anura","order","97112","Late Maastrichtian","","70.6","66","56237"
"1304479","occ","","","136755","Latonia n. sp. ragei","species","331571","","Latonia ragei","species","331571","MN 2","","22.4","20","56985"
"1304480","occ","","","125333","Latonia ragei","species","331571","","Latonia ragei","species","331571","Aquitanian","","23.03","20.44","56985"
"1304520","occ","","","153758","Anura (informal A) indet.","order","37422","obsolete variant of","Anura","order","97112","Aquitanian","Burdigalian","23.03","15.97","56987"
"1304521","occ","","","153751","Anura indet.","order","150288","","Anura","order","97112","Aquitanian","Burdigalian","23.03","15.97","56987"
"1304522","occ","","","153761","Anura indet.","order","150288","","Anura","order","97112","Aquitanian","Burdigalian","23.03","15.97","56987"
"1304523","occ","","","153758","Anura indet.","order","150288","","Anura","order","97112","Aquitanian","Burdigalian","23.03","15.97","56987"
"1309302","occ","","","59088","Lechriodus n. sp. casca","species","333977","","Lechriodus casca","species","333977","Ypresian","","56","47.8","57503"
"1309555","occ","","","175727","Latonia gigantea","species","249806","","Latonia gigantea","species","249806","MN 5","","15.97","13.65","57549"
"1309981","occ","","","175804","n. gen. Prospea n. sp. holoserisca","species","334354","","Prospea holoserisca","species","334354","Late Paleocene","","58.7","55.8","57585"
"1310535","occ","","","175903","Bufo sp.","genus","37465","","Bufo","genus","37465","Late Miocene","","11.608","5.333","57643"
"1310536","occ","","","175903","Rana sp.","genus","37481","","Rana","genus","37481","Late Miocene","","11.608","5.333","57643"
"1311576","occ","","","95914","Leptodactylidae informal Gen. et sp. indet. 1","species","37457","species not entered","Leptodactylidae","family","37457","Middle Paleocene","","61.7","58.7","42895"
"1311577","occ","","","95914","Leptodactylidae informal Gen. et sp. indet. 2","species","37457","species not entered","Leptodactylidae","family","37457","Middle Paleocene","","61.7","58.7","42895"
"1311578","occ","","","95914","Pipidae ? indet.","family","37435","","Pipidae","family","37435","Middle Paleocene","","61.7","58.7","42895"
"1312146","occ","","","176136","Anura indet.","order","210843","","Anura","order","97112","Middle Eocene","","48.6","37.2","57830"
"1312167","occ","","","176140","Pipidae indet.","family","37435","","Pipidae","family","37435","Middle Eocene","","48.6","37.2","57830"
"1312168","occ","","","176140","Anura indet.","order","210843","","Anura","order","97112","Middle Eocene","","48.6","37.2","57830"
"1312204","occ","","","144474","Pipidae indet.","family","37435","","Pipidae","family","37435","Middle Eocene","","48.6","37.2","57830"
"1312205","occ","","","144474","Anura indet.","order","210843","","Anura","order","97112","Middle Eocene","","48.6","37.2","57830"
"1312233","occ","","","176151","Pipidae indet.","family","37435","","Pipidae","family","37435","Middle Eocene","","48.6","37.2","57830"
"1312275","occ","","","176129","Pipidae indet.","family","37435","","Pipidae","family","37435","Middle Eocene","","48.6","37.2","57830"
"1312310","occ","","","176130","Anura indet.","order","210843","","Anura","order","97112","Late Oligocene","","28.4","23.03","57830"
"1312354","occ","","","176147","Anura informal indet., non-Pipidae","species","210843","species not entered","Anura","order","97112","Late Oligocene","","28.4","23.03","57830"
"1312355","occ","","","176147","Anura indet.","order","210843","","Anura","order","97112","Late Oligocene","","28.4","23.03","57830"
"1313256","occ","","","136269","Discoglossidae indet.","family","37426","","Discoglossidae","family","37426","MN 4","","16.9","15.97","57907"
"1313257","occ","","","136269","Bufo cf. viridis","species","94503","","Bufo viridis","species","94503","MN 4","","16.9","15.97","57907"
"1313258","occ","","","136269","Bufo sp.","genus","37465","","Bufo","genus","37465","MN 4","","16.9","15.97","57907"
"1313259","occ","","","136269","Rana sp.","genus","37481","","Rana","genus","37481","MN 4","","16.9","15.97","57907"
"1315135","occ","","","49783","Anura indet.","order","210843","","Anura","order","97112","Deseadan","","29","21","13081"
"1315665","occ","","","176599","Calyptocephalella sp.","genus","65654","","Calyptocephalella","genus","65654","Santacrucian","","17.5","16.3","58177"
"1315666","occ","","","176600","Calyptocephalella sp.","genus","65654","","Calyptocephalella","genus","65654","Santacrucian","","17.5","16.3","58177"
"1315667","occ","","","176601","""Leptodactylidae"" indet.","family","37457","","Leptodactylidae","family","37457","Santacrucian","","17.5","16.3","58177"
"1316440","occ","","","95688","cf. Calyptocephalella sp.","genus","65654","","Calyptocephalella","genus","65654","Deseadan","","29","21","58256"
"1316542","occ","","","61891","Eodiscoglossus ? sp.","genus","37428","","Eodiscoglossus","genus","37428","Bathonian","","168.3","166.1","58264"
"1317231","occ","","","71942","Palaeobatrachidae indet.","family","37445","","Palaeobatrachidae","family","37445","MP 28","","28.4","23.03","58367"
"1317232","occ","","","71942","Pelobates cf. decheni","species","37453","species not entered","Pelobates","genus","37453","MP 28","","28.4","23.03","58367"
"1317233","occ","","","71942","Ranidae indet.","family","37478","","Ranidae","family","37478","MP 28","","28.4","23.03","58367"
"1317547","occ","","","162464","Anura indet.","order","150288","","Anura","order","97112","Early Oligocene","","33.9","28.4","58406"
"1321373","occ","","","136072","Litoria ewingi","species","338979","","Litoria ewingi","species","338977","Pleistocene","","2.588","0.0117","58806"
"1321374","occ","","","136072","Crinia signifera","species","339099","recombined as","Ranidella signifera","species","338970","Pleistocene","","2.588","0.0117","58806"
