"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.txt?datainfo&rowcount&base_name=Serpentes"
"Access Time","Fri 2017-02-03 06:22:43 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Serpentes"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.128"
"Records Found","2575"
"Records Returned","2575"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"501990","occ","","","51002","Elaphe kohfidischi","species","64894","","Elaphe kohfidischi","species","64894","MN 5","","15.97","13.65","13612"
"501991","occ","","","51002","Naja romani","species","64932","","Naja romani","species","64932","MN 5","","15.97","13.65","13612"
"504037","occ","","","51187","Viperidae ? indet.","family","38156","","Viperidae","family","38156","Late Pleistocene","","0.126","0.0117","13638"
"504053","occ","","","51188","Viperidae ? indet.","family","38156","","Viperidae","family","38156","Middle Pleistocene","","0.781","0.126","13638"
"504445","occ","29683","","51266","Liasis n. sp. dubudingala","species","288562","","Liasis dubudingala","species","288562","Early Pliocene","","5.333","3.6","13654"
"507163","occ","","","51478","Vipera sp.","genus","38158","","Vipera","genus","38158","Pliocene","Pleistocene","5.333","0.0117","13691"
"507164","occ","","","51478","Serpentes indet.","unranked clade","38069","","Serpentes","unranked clade","38069","Pliocene","Pleistocene","5.333","0.0117","13691"
"507221","occ","","","51483","Natrix sp.","genus","38138","","Natrix","genus","38138","Middle Pleistocene","Late Pleistocene","0.781","0.0117","13691"
"507222","occ","","","51483","Serpentes indet.","unranked clade","38069","","Serpentes","unranked clade","38069","Middle Pleistocene","Late Pleistocene","0.781","0.0117","13691"
"507522","occ","","","51504","Natrix sp.","genus","38138","","Natrix","genus","38138","Middle Pleistocene","Late Pleistocene","0.781","0.0117","13691"
"507523","occ","","","51504","Serpentes indet.","unranked clade","38069","","Serpentes","unranked clade","38069","Middle Pleistocene","Late Pleistocene","0.781","0.0117","13691"
"507533","occ","","","51505","Natrix sp.","genus","38138","","Natrix","genus","38138","Middle Pleistocene","Late Pleistocene","0.781","0.0117","13691"
"507534","occ","","","51505","Serpentes indet.","unranked clade","38069","","Serpentes","unranked clade","38069","Middle Pleistocene","Late Pleistocene","0.781","0.0117","13691"
"507924","occ","","","51552","Natrix sp.","genus","38138","","Natrix","genus","38138","Late Pleistocene","","0.126","0.0117","13691"
"507925","occ","","","51552","Serpentes indet.","unranked clade","38069","","Serpentes","unranked clade","38069","Late Pleistocene","","0.126","0.0117","13691"
"507960","occ","","","51553","Natrix sp.","genus","38138","","Natrix","genus","38138","Late Pleistocene","","0.126","0.0117","13691"
"507961","occ","","","51553","Serpentes indet.","unranked clade","38069","","Serpentes","unranked clade","38069","Late Pleistocene","","0.126","0.0117","13691"
"510984","occ","","","51778","Colubridae indet.","family","38127","","Colubridae","family","38127","Early Pleistocene","","2.588","0.781","13786"
"517681","occ","","","52521","Coronella sp.","genus","64898","","Coronella","genus","64898","Quaternary","","2.588","0","14119"
"517684","occ","","","52489","Natrix tesselata","species","38138","species not entered","Natrix","genus","38138","Holocene","","0.0117","0","14119"
"517685","occ","","","52489","Natrix natrix","species","64962","","Natrix natrix","species","64962","Holocene","","0.0117","0","14119"
"517686","occ","","","52489","Natrix sp.","genus","38138","","Natrix","genus","38138","Holocene","","0.0117","0","14119"
"517687","occ","","","52489","Colubridae indet.","family","38127","","Colubridae","family","38127","Holocene","","0.0117","0","14119"
"517689","occ","","","52490","Natrix tesselata","species","38138","species not entered","Natrix","genus","38138","Holocene","","0.0117","0","14119"
"517690","occ","","","52490","Natrix natrix","species","64962","","Natrix natrix","species","64962","Holocene","","0.0117","0","14119"
"517691","occ","","","52490","Natrix sp.","genus","38138","","Natrix","genus","38138","Holocene","","0.0117","0","14119"
"517692","occ","","","52490","Coronella sp.","genus","64898","","Coronella","genus","64898","Holocene","","0.0117","0","14119"
"517693","occ","","","52490","Elaphe sp.","genus","38134","","Elaphe","genus","38134","Holocene","","0.0117","0","14119"
"517695","occ","","","52491","Natrix tesselata","species","38138","species not entered","Natrix","genus","38138","Holocene","","0.0117","0","14119"
"517696","occ","","","52491","Natrix sp.","genus","38138","","Natrix","genus","38138","Holocene","","0.0117","0","14119"
"517698","occ","","","52492","Natrix natrix","species","64962","","Natrix natrix","species","64962","Holocene","","0.0117","0","14119"
"517700","occ","","","52493","Natrix natrix","species","64962","","Natrix natrix","species","64962","Holocene","","0.0117","0","14119"
"517703","occ","","","52512","Natrix natrix","species","64962","","Natrix natrix","species","64962","Holocene","","0.0117","0","14119"
"517706","occ","","","52513","Natrix natrix","species","64962","","Natrix natrix","species","64962","Holocene","","0.0117","0","14119"
"517709","occ","","","52514","Natrix natrix","species","64962","","Natrix natrix","species","64962","Holocene","","0.0117","0","14119"
"517713","occ","","","52516","Natrix natrix","species","64962","","Natrix natrix","species","64962","Holocene","","0.0117","0","14119"
"517714","occ","","","52516","Natrix tesselata","species","38138","species not entered","Natrix","genus","38138","Holocene","","0.0117","0","14119"
"517715","occ","","","52516","Natrix sp.","genus","38138","","Natrix","genus","38138","Holocene","","0.0117","0","14119"
"517716","occ","","","52516","Elaphe sp.","genus","38134","","Elaphe","genus","38134","Holocene","","0.0117","0","14119"
"517721","occ","","","52516","Coronella sp.","genus","64898","","Coronella","genus","64898","Holocene","","0.0117","0","14119"
"517725","occ","","","52520","Natrix sp.","genus","38138","","Natrix","genus","38138","Late Pleistocene","","0.126","0.0117","14119"
"519759","occ","","","16396","Booidea indet.","superfamily","38083","","Booidea","superfamily","38083","Bridgerian","","50.3","46.2","1741"
"519932","occ","","","16919","Ogmophis compactus","species","68095","","Ogmophis compactus","species","68095","Chadronian","","37.2","33.9","14270"
"519933","occ","","","16919","cf. Ogmophis sp.","genus","38106","","Ogmophis","genus","38106","Chadronian","","37.2","33.9","14270"
"519934","occ","","","16919","Calamagras n. sp. weigeli","species","68036","","Calamagras weigeli","species","68036","Chadronian","","37.2","33.9","14270"
"520373","occ","","","17802","Calamagras angulatus","species","172895","","Calamagras angulatus","species","172895","Harrisonian","","24.8","20.43","720"
"520374","occ","","","17802","Calamagras platyspondyla","species","84029","","Calamagras platyspondyla","species","84029","Harrisonian","","24.8","20.43","720"
"520375","occ","","","17802","Ogmophis miocompactus","species","68096","","Ogmophis miocompactus","species","68096","Harrisonian","","24.8","20.43","720"
"520376","occ","","","17802","Anilioides nebraskensis","species","260465","","Anilioides nebraskensis","species","260465","Harrisonian","","24.8","20.43","720"
"520377","occ","","","17802","Geringophis depressus","species","68116","","Geringophis depressus","species","68116","Harrisonian","","24.8","20.43","720"
"520378","occ","","","17802","Viperidae indet.","family","38156","","Viperidae","family","38156","Harrisonian","","24.8","20.43","720"
"520394","occ","","","28978","Erycinae indet.","family","67485","invalid subgroup of","Boidae","family","38086","Lutetian","","47.8","41.3","14334"
"520395","occ","","","28978","Boinae indet.","subfamily","53184","","Boinae","subfamily","53184","Lutetian","","47.8","41.3","14334"
"520621","occ","","","18554","Typhlops ? sp.","genus","38072","","Typhlops","genus","38072","Late Clarendonian","","13.6","10.3","3581"
"520622","occ","","","18554","cf. Heterodon sp.","genus","38135","","Heterodon","genus","38135","Late Clarendonian","","13.6","10.3","3581"
"520623","occ","","","18554","Xenodontinae indet.","subfamily","53079","","Xenodontinae","subfamily","53079","Late Clarendonian","","13.6","10.3","3581"
"520624","occ","","","18554","cf. Thamnophis sp.","genus","53084","","Thamnophis","genus","53084","Late Clarendonian","","13.6","10.3","3581"
"520625","occ","19140","","18554","cf. Nerodia sp.","genus","38141","","Nerodia","genus","38141","Late Clarendonian","","13.6","10.3","19636"
"520626","occ","","","18554","cf. Lampropeltis getulus","species","110828","","Lampropeltis getulus","species","110827","Late Clarendonian","","13.6","10.3","3581"
"520627","occ","","","18554","cf. Elaphe sp.","genus","38134","","Elaphe","genus","38134","Late Clarendonian","","13.6","10.3","3581"
"520628","occ","","","18554","Crotalinae indet.","subfamily","53087","","Crotalinae","subfamily","53087","Late Clarendonian","","13.6","10.3","3581"
"520629","occ","","","18554","cf. Sistrurus sp.","genus","113770","","Sistrurus","genus","113770","Late Clarendonian","","13.6","10.3","3581"
"521264","occ","","","14555","Serpentes indet.","unranked clade","38069","","Serpentes","unranked clade","38069","Lancian","","70.6","66","3313"
"521278","occ","","","17111","Serpentes indet.","unranked clade","38069","","Serpentes","unranked clade","38069","Orellan","","33.9","33.3","3313"
"521304","occ","","","16244","Coniophis n. sp. carinatus","species","67653","","Coniophis carinatus","species","67653","Bridgerian","","50.3","46.2","59968"
"521305","occ","","","16244","Coniophis n. sp. platycarinatus","species","67654","","Coniophis platycarinatus","species","67654","Bridgerian","","50.3","46.2","59968"
"521306","occ","","","16244","Calamagras n. sp. primus","species","68034","","Calamagras primus","species","68034","Bridgerian","","50.3","46.2","59968"
"521307","occ","","","16244","Boavus sp.","genus","38089","","Boavus","genus","38089","Bridgerian","","50.3","46.2","59968"
"521308","occ","","","16244","Paraepicrates n. sp. brevispondylus","species","67656","","Paraepicrates brevispondylus","species","67656","Bridgerian","","50.3","46.2","59968"
"521309","occ","","","16244","Dunnophis n. sp. microechinis","species","67657","","Dunnophis microechinis","species","67657","Bridgerian","","50.3","46.2","59968"
"521711","occ","","","53519","n. gen. Mesophis n. sp. nopcsai","species","67714","","Mesophis nopcsai","species","67714","Cenomanian","","100.5","93.9","14458"
"528253","occ","","","53951","Serpentes indet.","unranked clade","38069","","Serpentes","unranked clade","38069","Middle Miocene","","15.97","11.608","14552"
"530135","occ","","","18442","Salvadora paleolineata","species","110880","","Salvadora paleolineata","species","110880","Barstovian","","15.97","13.6","719"
"530136","occ","","","18442","Neonatrix elongata","species","110881","","Neonatrix elongata","species","110881","Barstovian","","15.97","13.6","719"
"533424","occ","","","19618","Thamnophis sp.","genus","53084","","Thamnophis","genus","53084","Blancan","","4.9","1.8","1292"
"533430","occ","","","19982","Masticophis flagellum ?","species","67532","species not entered","Masticophis","genus","67532","Blancan","","4.9","1.8","2876"
"533438","occ","","","20173","Colubridae indet.","family","38127","","Colubridae","family","38127","Irvingtonian","","1.8","0.3","2893"
"533439","occ","","","20173","Crotalus sp.","genus","38159","","Crotalus","genus","38159","Irvingtonian","","1.8","0.3","2893"
"533441","occ","","","20190","Colubridae indet.","family","38127","","Colubridae","family","38127","Irvingtonian","","1.8","0.3","2893"
"533443","occ","","","20199","Colubridae indet.","family","38127","","Colubridae","family","38127","Irvingtonian","","1.8","0.3","2893"
"533450","occ","","","20178","Colubridae indet.","family","38127","","Colubridae","family","38127","Irvingtonian","","1.8","0.3","2893"
"533451","occ","","","20178","Crotalus sp.","genus","38159","","Crotalus","genus","38159","Irvingtonian","","1.8","0.3","2893"
"533462","occ","","","20177","Colubridae indet.","family","38127","","Colubridae","family","38127","Irvingtonian","","1.8","0.3","2893"
"533463","occ","","","20177","Natricinae ? indet.","subfamily","53081","","Natricinae","subfamily","53081","Irvingtonian","","1.8","0.3","2893"
"533479","occ","","","20446","Colubridae indet.","family","38127","","Colubridae","family","38127","Irvingtonian","","1.8","0.3","1298"
"533480","occ","","","20446","Natricinae indet.","subfamily","53081","","Natricinae","subfamily","53081","Irvingtonian","","1.8","0.3","1298"
"533481","occ","","","20446","Viperidae indet.","family","38156","","Viperidae","family","38156","Irvingtonian","","1.8","0.3","1298"
"533483","occ","","","20447","Colubridae indet.","family","38127","","Colubridae","family","38127","Irvingtonian","","1.8","0.3","1298"
"533484","occ","","","20447","Natricinae indet.","subfamily","53081","","Natricinae","subfamily","53081","Irvingtonian","","1.8","0.3","1298"
"533485","occ","","","20447","Viperidae indet.","family","38156","","Viperidae","family","38156","Irvingtonian","","1.8","0.3","1298"
"533513","occ","","","20293","Heterodon nasicus","species","155180","","Heterodon nasicus","species","155180","Irvingtonian","","1.8","0.3","1462"
